order_id,product_id,customer_id,price,shipping_date,order_date,quantity,discount_pct,sales_channel,payment_method,shipping_region,order_status,promo_code,customer_segment
7269172,13905,115474,22.99,2023-09-02,09/01/2023,1,0,Mobile App,Buy Now Pay Later,West Coast,Pending,LOYALVIP,New
4786498,23434,338651,34.99,2023-05-16,14-May-2023,2,0,Amazon,Debit Card,Southeast,Delivered,NONE,Dormant
9210920,21395,488162,49.99,2022-09-12,06-Sep-2022,2,0,Amazon,PayPal,Midwest,Delivered,NONE,Dormant
9174087,13905,497887,21.84,2022-02-08,2022-02-07,1,5,Amazon,PayPal,Northeast,Returned,WELCOME15,Returning
2421913,13278,378517,76.49,2024-09-29,24-Sep-2024,2,15,Amazon,Debit Card,Northeast,Delivered,NONE,Returning
2036734,87397,134225,69.99,04/06/2024,2024-03-29,1,0,Email Campaign,Credit Card,Southeast,Delivered,LOYALVIP,Returning
1034589,39256,377932,71.99,2023-08-05,2023-08-01,1,10,Mobile App,Credit Card,Midwest,Delivered,NONE,Dormant
1975340,42098,130094,149.99,2024-01-21,2024-01-20,1,0,Mobile App,Credit Card,Midwest,Delivered,NONE,At-Risk
1363711,13905,503380,22.99,04/19/2022,04/16/2022,1,0,Amazon,Credit Card,Southwest,Cancelled,NONE,Dormant
4083771,40495,251668,52.24,04-Nov-2023,03-Nov-2023,3,5,Mobile App,Google Pay,Southeast,Processing,FLASH25,VIP
6730956,14165,264686,12.74,2023-01-01,2022-12-28,2,15,Website,PayPal,Southeast,Shipped,NONE,VIP
8219016,87397,452161,62.99,04/16/2024,2024-04-10,1,10,Mobile App,Debit Card,International,Shipped,NONE,Returning
2668494,14165,108203,14.99,2022-12-14,12/07/2022,1,0,Website,Credit Card,Southeast,Delivered,NONE,VIP
7321367,40495,592841,54.99,11/20/2022,11/16/2022,1,0,Instagram,Credit Card,NAN,Delivered,NONE,Returning
3453246,14165,373432,14.99,2024-01-21,01/11/2024,1,0,Website,Apple Pay,Southeast,Shipped,NONE,Returning
4090461,14165,379946,14.24,2023-06-20,2023-06-17,1,5,Mobile App,Credit Card,International,Delivered,SAVE10,VIP
6712843,65302,396451,199.99,2024-01-12,2024-01-09,1,0,Amazon,PayPal,Southeast,Shipped,NONE,Returning
7317845,76237,145561,35.99,2024-08-30,08/27/2024,1,10,Amazon,Debit Card,West Coast,Delivered,WELCOME15,At-Risk
5710588,87397,830180,69.99,2022-01-31,01/24/2022,2,0,Mobile App,Buy Now Pay Later,West Coast,Delivered,NONE,Returning
9258239,24592,486814,50.99,2024-08-27,08/19/2024,1,15,Instagram,Apple Pay,Southeast,Returned,NONE,New
2073579,21395,783691,49.99,2022-06-27,06/26/2022,1,0,Mobile App,Debit Card,Southeast,Delivered,SUMMER20,Dormant
9625548,28289,938742,29.99,2023-09-20,2023-09-19,1,0,Website,Credit Card,Southeast,Shipped,LOYALVIP,Returning
7181837,39256,781446,71.99,07/08/2022,2022-07-06,1,10,Website,PayPal,Southeast,Returned,NONE,New
6937412,23434,855948,34.99,2024-04-21,2024-04-17,1,0,Mobile App,Apple Pay,Northeast,Delivered,NONE,Dormant
6185910,13278,409571,89.99,2022-06-21,2022-06-11,2,0,Mobile App,PayPal,West Coast,Returned,NONE,Dormant
1041227,88907,299448,54.99,2022-01-09,01/03/2022,1,0,Mobile App,Credit Card,West Coast,Processing,SUMMER20,New
8541309,39256,871476,79.99,02/14/2022,2022-02-13,1,0,Website,PayPal,West Coast,Delivered,NONE,New
3392875,42098,823688,149.99,08-Nov-2023,2023-10-31,1,0,Instagram,Credit Card,West Coast,Delivered,FLASH25,New
4806825,13905,859396,21.84,2022-11-25,2022-11-20,1,5,Instagram,Debit Card,Southeast,Delivered,SAVE10,Returning
1007893,40495,520172,46.74,2024-03-22,2024-03-19,1,15,Mobile App,PayPal,West Coast,Delivered,NONE,Returning
5792490,24592,981334,59.99,2022-06-07,2022-06-04,2,0,Mobile App,Apple Pay,Southeast,Returned,FLASH25,Returning
6773521,93810,456699,19.99,2023-03-18,2023-03-08,1,0,Mobile App,Credit Card,Northeast,Delivered,NULL,Returning
4643930,98696,975467,24.99,2023-03-12,2023-03-06,1,0,Website,Credit Card,Midwest,Delivered,NONE,New
3293721,98696,824156,23.74,2022-01-24,2022-01-14,1,5,Amazon,Credit Card,West Coast,Processing,NONE,Returning
4931452,93810,605937,19.99,2024-07-01,2024-06-26,1,0,Mobile App,Credit Card,Southwest,Delivered,NONE,New
2389888,98696,823811,24.99,2022-07-07,2022-07-01,1,0,Mobile App,Credit Card,Midwest,Delivered,NONE,Returning
7460415,13905,498468,20.69,2023-05-04,2023-04-26,3,10,Mobile App,Debit Card,Southwest,Returned,LOYALVIP,Returning
8863868,93810,307963,18.99,2024-04-19,09-Apr-2024,1,5,Website,PayPal,Northeast,Delivered,SAVE10,Dormant
8809344,13905,210665,22.99,2023-03-23,03/21/2023,1,0,Retail Store,Apple Pay,Midwest,Pending,SAVE10,Returning
9966996,38657,528184,24.29,09/06/2024,2024-09-03,1,10,Mobile App,Apple Pay,Northeast,Delivered,NONE,New
2266155,38657,549245,24.29,05/29/2022,2022-05-20,1,10,Mobile App,Credit Card,Southeast,Delivered,NONE,Returning
5779221,65302,261859,199.99,2022-03-21,14-Mar-2022,1,0,Mobile App,PayPal,Southeast,Delivered,NONE,Returning
6561607,93810,887443,19.99,2024-06-13,06/05/2024,1,0,Website,PayPal,Southeast,Cancelled,FLASH25,Returning
7322401,14165,488162,13.49,02/08/2023,2023-02-01,1,10,Mobile App,Credit Card,Northeast,Shipped,NONE,Returning
5859106,28289,112038,29.99,2024-05-16,09-May-2024,2,0,Mobile App,Credit Card,Northeast,Cancelled,NONE,New
8400298,76237,848206,39.99,2022-03-10,2022-03-07,2,0,Mobile App,Credit Card,West Coast,Delivered,NONE,Returning
5830829,46048,163918,44.99,26-May-2022,2022-05-17,2,0,Website,Apple Pay,Midwest,Delivered,LOYALVIP,Returning
5111472,87397,530728,69.99,2022-10-06,2022-10-04,2,0,Amazon,PayPal,Midwest,Delivered,NONE,VIP
8448041,13278,174878,89.99,08-Apr-2022,2022-03-29,1,0,Website,Apple Pay,Southeast,Delivered,NONE,New
1215562,93810,660081,15.99,2022-01-05,2022-01-03,1,20,Mobile App,PayPal,West Coast,Delivered,NONE,Dormant
2984236,65302,641722,189.99,2023-01-14,01/11/2023,4,5,Amazon,Debit Card,West Coast,Delivered,SUMMER20,VIP
5961162,46048,367729,44.99,03-May-2023,04/28/2023,1,0,Instagram,PayPal,Northeast,Shipped,SAVE10,At-Risk
6918058,14165,572398,13.49,2023-01-25,2023-01-17,1,10,Retail Store,Apple Pay,Southeast,Delivered,NONE,Dormant
4285175,42098,578975,149.99,2023-03-01,2023-02-27,2,0,Website,Credit Card,West Coast,cancelled,LOYALVIP,Returning
2751710,13278,269396,89.99,08/16/2024,2024-08-06,1,0,Retail Store,Credit Card,Northeast,Delivered,SAVE10,Dormant
2346865,22280,169403,12.99,06/02/2023,2023-05-24,1,0,Website,Buy Now Pay Later,Midwest,Delivered,SUMMER20,New
8572560,39256,452944,71.99,22-Feb-2022,19-Feb-2022,1,10,Retail Store,Debit Card,West Coast,Delivered,NONE,Dormant
9371046,22280,509386,12.99,2024-02-24,2024-02-20,1,0,Retail Store,Google Pay,West Coast,Shipped,NONE,Dormant
8179108,24592,575763,59.99,2023-11-25,2023-11-22,1,0,Mobile App,PayPal,Southwest,Returned,SAVE10,Returning
8058513,87397,479353,69.99,2023-05-05,2023-04-30,1,0,Retail Store,Credit Card,West Coast,Delivered,NONE,Returning
8180834,21395,218972,49.99,2024-06-17,2024-06-07,2,0,Retail Store,Credit Card,Midwest,Processing,FLASH25,Dormant
6703940,13905,400096,22.99,2022-09-21,18-Sep-2022,1,0,Amazon,Buy Now Pay Later,West Coast,Cancelled,LOYALVIP,Returning
1980012,88907,867934,49.49,09/25/2022,09/22/2022,1,10,Retail Store,Apple Pay,West Coast,Cancelled,NONE,New
6781442,81482,426858,31.99,03/12/2024,2024-03-08,1,20,Mobile App,Credit Card,Midwest,Processing,NONE,Dormant
3966130,87397,656116,69.99,2022-09-10,2022-09-02,2,0,Mobile App,Credit Card,West Coast,Delivered,FLASH25,Returning
8900917,23434,757711,34.99,2024-04-02,2024-03-26,1,0,Mobile App,PayPal,Southwest,Delivered,NONE,Returning
8014394,88907,817497,54.99,2023-07-03,2023-07-01,1,0,Amazon,Credit Card,WEST COAST,Delivered,NONE,VIP
2122336,93810,592198,19.99,2022-12-26,2022-12-18,1,0,Website,PayPal,Southeast,Shipped,NONE,Returning
3097514,13905,799287,21.84,2023-11-06,2023-11-05,3,5,Amazon,Apple Pay,Southeast,Processing,NONE,Returning
1444641,88907,366314,54.99,22-Jun-2023,06/13/2023,1,0,Mobile App,PayPal,Midwest,Delivered,NONE,Returning
3686384,88907,802729,54.99,2022-03-05,2022-03-01,2,0,Mobile App,Buy Now Pay Later,West Coast,Delivered,NONE,Returning
2451909,38657,590094,22.94,2022-10-19,2022-10-18,1,15,Mobile App,Debit Card,Southeast,Processing,WELCOME15,New
6388039,98696,148458,24.99,2023-08-12,2023-08-02,2,0,Mobile App,Apple Pay,Northeast,Delivered,SAVE10,Returning
8999210,39256,870763,79.99,2024-02-27,23-Feb-2024,2,0,Retail Store,Debit Card,Midwest,Processing,NONE,New
1921808,76237,543692,37.99,2024-07-13,07/11/2024,1,5,Mobile App,Debit Card,International,Delivered,SUMMER20,Returning
7824626,38657,245095,26.99,03-Jun-2024,2024-06-01,1,0,Email Campaign,Buy Now Pay Later,Southeast,Returned,NONE,New
2244518,14165,294143,13.49,2023-07-28,2023-07-22,5,10,Website,Debit Card,West Coast,Delivered,NONE,Returning
2004520,13278,143860,89.99,2024-05-06,2024-04-26,1,0,Website,Credit Card,West Coast,Delivered,NONE,Returning
3615226,28289,852787,29.99,2023-04-14,2023-04-10,1,0,Amazon,Credit Card,Southwest,Delivered,NONE,VIP
3215354,40495,832052,49.49,2024-06-27,06/24/2024,1,10,Website,Google Pay,Southeast,Delivered,SAVE10,Returning
5125626,98696,666847,24.99,10/01/2023,2023-09-23,1,0,Retail Store,Apple Pay,Southwest,Pending,NONE,Returning
2161779,21395,598216,-36.82,2023-07-17,2023-07-14,1,10,Website,Credit Card,Northeast,Delivered,LOYALVIP,Returning
2910542,22280,213609,12.99,06/06/2024,2024-06-04,1,0,Amazon,Google Pay,Northeast,Delivered,NONE,Returning
7556394,13278,201883,89.99,2023-05-02,2023-04-27,1,0,Amazon,Apple Pay,Southeast,Shipped,LOYALVIP,Returning
9027233,13905,301158,22.99,11-Jan-2022,01/06/2022,2,0,Amazon,PayPal,Southeast,Processing,NONE,VIP
8412157,13905,658582,22.99,2024-01-18,2024-01-09,1,0,Mobile App,PayPal,Northeast,Delivered,NONE,New
1403331,39256,555884,75.99,2023-03-19,2023-03-17,1,5,Mobile App,Debit Card,Southeast,Delivered,LOYALVIP,VIP
7482414,40495,340174,49.49,2022-12-22,2022-12-19,1,10,Amazon,Google Pay,Southeast,Delivered,LOYALVIP,New
9016545,14165,910004,14.24,2023-10-06,2023-09-27,2,5,Amazon,PayPal,Southeast,Processing,NAN,Dormant
8173568,76237,360247,31.99,26-Apr-2023,18-Apr-2023,1,20,Instagram,Buy Now Pay Later,West Coast,Delivered,NONE,Returning
4430903,38657,802448,25.64,21-Feb-2024,2024-02-16,1,5,Website,Apple Pay,Southeast,Delivered,NONE,New
6625394,93810,559381,19.99,2024-08-09,2024-08-06,1,0,Website,Credit Card,Southeast,Returned,NONE,Returning
5128444,28289,975467,29.99,2023-12-15,2023-12-09,1,0,Website,Credit Card,Northeast,Delivered,SAVE10,New
3273032,13905,991014,21.84,2022-03-17,03/07/2022,1,5,Website,PayPal,Southwest,Returned,NONE,New
3536188,23434,650121,31.49,30-Jan-2022,01/28/2022,2,10,Email Campaign,Apple Pay,Northeast,Returned,NONE,Dormant
4328977,38657,704596,26.99,2023-05-16,05/06/2023,1,0,Instagram,Credit Card,West Coast,Delivered,LOYALVIP,VIP
9158666,87397,242291,66.49,2024-08-03,2024-08-01,1,5,Mobile App,Google Pay,Northeast,Delivered,SUMMER20,New
3065345,65302,198907,149.99,05/20/2022,2022-05-16,1,25,Website,Credit Card,West Coast,Delivered,NONE,Returning
6968255,13905,183667,22.99,2023-03-11,2023-03-05,1,0,Retail Store,PayPal,Southeast,Processing,NONE,Dormant
3605709,21395,374680,47.49,01/24/2023,01/23/2023,1,5,Mobile App,Debit Card,West Coast,Delivered,SUMMER20,Returning
2201455,81482,255287,37.99,2022-02-28,2022-02-24,1,5,Amazon,Credit Card,Northeast,Returned,FLASH25,Returning
3316253,39256,879238,79.99,2024-01-11,01/03/2024,1,0,Mobile App,Credit Card,West Coast,Shipped,NONE,New
7351028,39256,735656,79.99,2023-04-19,2023-04-13,1,0,Website,PayPal,Southeast,Returned,LOYALVIP,Returning
9670745,46048,665427,35.99,03/24/2022,2022-03-20,1,20,Mobile App,Credit Card,Midwest,Pending,NONE,Returning
5772847,40495,358175,54.99,2024-07-22,2024-07-14,1,0,Website,Credit Card,Midwest,Returned,NONE,VIP
9600483,65302,185884,199.99,2022-11-28,23-Nov-2022,1,0,Website,Credit Card,Southwest,Delivered,SUMMER20,Dormant
7167879,21395,607719,47.49,2023-01-25,21-Jan-2023,1,5,Instagram,PayPal,West Coast,Cancelled,NONE,Returning
7947194,81482,216970,39.99,2024-08-11,08/10/2024,1,0,Retail Store,Credit Card,International,Delivered,NONE,VIP
4702232,38657,152578,21.59,2022-05-25,2022-05-23,1,20,Website,Credit Card,West Coast,Delivered,NONE,Returning
9354721,38657,764532,24.29,,2023-01-26,2,10,Website,Debit Card,Southeast,Delivered,NONE,Returning
2405730,21395,953085,49.99,2023-02-14,2023-02-04,1,0,Website,Apple Pay,Midwest,Delivered,LOYALVIP,At-Risk
2394629,81482,159942,39.99,2023-06-01,2023-05-29,2,0,Email Campaign,Credit Card,Southeast,Delivered,NONE,New
5799407,81482,226935,39.99,12/06/2022,12/03/2022,1,0,Instagram,Credit Card,Northeast,Delivered,SAVE10,New
3553859,23434,839485,33.24,2024-04-24,2024-04-14,3,5,Retail Store,PayPal,Southeast,Delivered,WELCOME15,Returning
6227261,13905,899550,22.99,02/15/2024,02/12/2024,2,0,Website,PayPal,Southeast,Delivered,NONE,New
4230706,93810,559469,19.99,2024-09-01,2024-08-25,1,0,Instagram,PayPal,Northeast,Shipped,NONE,Dormant
1361942,42098,885395,127.49,08/17/2024,2024-08-09,1,15,Retail Store,Credit Card,Midwest,Delivered,NONE,Returning
1671799,40495,883041,54.99,03/13/2024,03/07/2024,3,0,Website,Google Pay,Southwest,Delivered,NONE,At-Risk
1485163,13905,702733,22.99,2022-02-03,01/30/2022,1,0,Mobile App,Google Pay,NULL,Delivered,NONE,VIP
5107753,22280,226935,12.99,08/25/2022,2022-08-20,2,0,Website,Google Pay,West Coast,Delivered,NONE,Returning
8609404,93810,549433,18.99,22-Nov-2023,11/13/2023,1,5,Mobile App,PayPal,Northeast,Cancelled,WELCOME15,New
6648084,87397,203831,69.99,2023-12-29,2023-12-23,2,0,Website,Credit Card,Southeast,Delivered,NONE,VIP
5121459,14165,668532,14.99,2024-09-06,2024-09-03,2,0,Mobile App,Credit Card,West Coast,Delivered,FLASH25,Returning
3491461,13905,596249,22.99,2024-01-02,01/01/2024,1,0,Mobile App,Credit Card,Northeast,Cancelled,NONE,New
5081724,21395,601968,49.99,01/03/2024,2023-12-24,1,0,Instagram,PayPal,Northeast,Returned,NONE,Returning
2227246,42098,220764,142.49,2022-08-17,08/14/2022,1,5,Amazon,Credit Card,Southeast,Delivered,NONE,Returning
4475888,13905,748564,22.99,12/31/2023,2023-12-28,3,0,Email Campaign,Credit Card,West Coast,Returned,LOYALVIP,VIP
3402517,42098,356736,149.99,2022-12-17,2022-12-12,1,0,Website,PayPal,International,Delivered,NONE,New
5356256,23434,422554,34.99,10-Jul-2024,2024-07-02,1,0,Mobile App,Credit Card,West Coast,Delivered,NONE,Returning
8337578,46048,975467,44.99,2024-09-30,2024-09-21,1,0,Amazon,PayPal,Midwest,Shipped,NONE,Returning
6781086,87397,374896,55.99,2023-03-13,08-Mar-2023,1,20,Instagram,Credit Card,International,Shipped,NONE,New
9425599,23434,614723,34.99,05/17/2024,11-May-2024,1,0,Mobile App,Google Pay,Southeast,Delivered,NONE,Returning
7376999,98696,718226,22.49,2024-08-12,2024-08-07,1,10,Website,Debit Card,Southeast,Shipped,NONE,VIP
7375164,23434,265409,34.99,01/02/2024,2023-12-30,1,0,Mobile App,PayPal,Southwest,Processing,WELCOME15,Dormant
4501267,39256,428914,79.99,2023-09-15,09-Sep-2023,1,0,Email Campaign,Credit Card,West Coast,Processing,NONE,At-Risk
3127517,13905,344098,20.69,14-Nov-2023,2023-11-07,1,10,Amazon,Debit Card,Southeast,Delivered,SAVE10,Returning
9032054,88907,213346,54.99,30-Aug-2023,2023-08-20,3,0,Amazon,Debit Card,Southeast,Pending,NONE,New
9982062,39256,783414,79.99,2022-02-10,2022-02-02,1,0,Website,Credit Card,Southwest,Delivered,LOYALVIP,Dormant
5326084,88907,640490,54.99,2022-03-04,03/02/2022,1,0,Website,Credit Card,West Coast,Delivered,FLASH25,New
2732776,23434,141832,34.99,09-Jun-2023,2023-06-08,1,0,Amazon,Credit Card,Northeast,Delivered,NONE,VIP
9235746,38657,709805,26.99,13-Jun-2024,06/06/2024,1,0,Website,PayPal,Northeast,Processing,SUMMER20,Returning
4384055,87397,309044,69.99,2023-10-03,02-Oct-2023,1,0,Website,Debit Card,Northeast,Delivered,NONE,Returning
9337140,13278,765822,89.99,2023-11-22,2023-11-21,1,0,Amazon,Buy Now Pay Later,Southeast,Delivered,NONE,Returning
7924536,28289,398830,29.99,2022-10-18,14-Oct-2022,2,0,Website,PayPal,Northeast,Delivered,NONE,Returning
6746171,42098,425845,142.49,2023-04-14,04/06/2023,1,5,Website,PayPal,Midwest,Delivered,NONE,Dormant
2200885,13278,636004,76.49,2023-01-20,2023-01-10,2,15,Amazon,Credit Card,Midwest,Delivered,NONE,New
6718131,13905,896290,22.99,2023-11-20,15-Nov-2023,1,0,Website,Apple Pay,Northeast,Delivered,NONE,Dormant
4528404,76237,916232,39.99,08/13/2023,2023-08-07,1,0,Amazon,PayPal,West Coast,Delivered,NONE,New
9787786,21395,763686,49.99,2022-09-10,09/03/2022,1,0,Retail Store,PayPal,West Coast,Pending,NONE,Returning
3339768,13278,824161,89.99,2022-11-13,04-Nov-2022,2,0,Website,Apple Pay,Southwest,Pending,SUMMER20,Returning
1691961,81482,112038,35.99,08/28/2022,18-Aug-2022,1,10,Website,PayPal,Midwest,Delivered,NONE,New
2581212,21395,858490,49.99,2024-05-29,05/23/2024,2,0,Amazon,PayPal,Southwest,Delivered,NONE,New
2650237,13905,831380,22.99,2023-11-01,10/23/2023,2,0,Website,Google Pay,Southeast,Delivered,NONE,At-Risk
5610226,65302,299869,199.99,2022-04-11,2022-04-09,1,0,Mobile App,Apple Pay,West Coast,Shipped,NONE,At-Risk
1508917,13278,414910,89.99,2023-05-24,2023-05-19,1,0,Website,Google Pay,International,Delivered,NONE,Dormant
7506795,24592,221761,59.99,2022-02-14,2022-02-11,1,0,Amazon,Buy Now Pay Later,Southeast,Delivered,FLASH25,At-Risk
6924021,88907,213346,54.99,2022-07-28,2022-07-27,1,0,Web Site,PayPal,Southeast,Delivered,NONE,Dormant
3745884,42098,631756,142.49,19-Jul-2022,2022-07-13,1,5,Retail Store,Credit Card,West Coast,Shipped,SAVE10,At-Risk
8180149,13278,229592,89.99,,2024-01-26,1,0,Amazon,Google Pay,International,Delivered,WELCOME15,Returning
7592092,39256,591465,75.99,2024-03-09,03/02/2024,1,5,Retail Store,Apple Pay,Southeast,Pending,FLASH25,New
5912991,93810,966785,19.99,04/06/2022,2022-04-03,1,0,Mobile App,PayPal,Southwest,Delivered,LOYALVIP,New
4086825,40495,279451,52.24,2024-01-09,06-Jan-2024,1,5,Mobile App,Credit Card,Northeast,Shipped,NONE,Returning
8232365,76237,344762,39.99,2023-12-27,26-Dec-2023,1,0,WEBSITE,Credit Card,Northeast,Shipped,SAVE10,Returning
8467814,88907,938742,41.24,2022-05-24,2022-05-20,1,25,Mobile App,Debit Card,Midwest,Delivered,SUMMER20,New
4696506,14165,267414,14.99,2023-07-31,07/21/2023,2,0,Amazon,Buy Now Pay Later,Northeast,Shipped,SUMMER20,New
7187441,46048,378082,40.49,2024-02-02,29-Jan-2024,1,10,Website,Buy Now Pay Later,Southwest,Delivered,LOYALVIP,New
2067260,87397,392477,69.99,2022-07-30,2022-07-26,1,0,Website,Debit Card,Northeast,Pending,SUMMER20,Returning
3424306,14165,184216,13.49,2024-07-10,2024-07-02,1,10,Amazon,Google Pay,International,Delivered,WELCOME15,Returning
9184794,39256,569945,79.99,10/28/2022,10/25/2022,1,0,Amazon,Credit Card,West Coast,Shipped,FLASH25,Returning
4071550,93810,605254,14.99,2023-09-29,2023-09-27,1,25,Amazon,Apple Pay,West Coast,Delivered,WELCOME15,New
5691746,38657,376183,25.64,2022-02-12,10-Feb-2022,1,5,Amazon,Credit Card,International,Delivered,FLASH25,Dormant
6300302,40495,319684,54.99,10/04/2023,2023-09-25,1,0,Website,PayPal,West Coast,Delivered,WELCOME15,Returning
6795290,40495,839677,54.99,2024-01-01,2023-12-30,1,0,Amazon,Debit Card,West Coast,Shipped,NONE,New
4701177,81482,666432,39.99,2022-06-15,06/11/2022,2,0,Instagram,PayPal,Northeast,Shipped,NONE,New
